pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,month_,speed
"2034-07-03 22:39:58",2356,-33,456,156,345,2,22,3,219,7,335
"2034-02-08 19:39:52",1015,153,365,149,323,4,19,8,42,2,149
"2034-03-26 21:20:55",784,144,310,132,322,1,21,26,17,3,78
"2034-03-13 17:54:13",361,133,316,144,310,2,17,13,13,3,130
"2034-04-22 15:32:37",435,158,361,154,354,7,15,22,8,4,66
"2034-06-17 09:40:46",792,152,320,156,339,7,9,17,19,6,86
"2034-02-23 06:41:42",845,153,344,124,292,5,6,23,60,2,256
"2034-02-21 15:25:56",675,126,301,128,282,3,15,21,19,2,101
"2034-03-27 13:11:46",617,178,349,159,340,2,13,27,21,3,123
"2034-04-25 17:12:18",338,145,320,151,310,3,17,25,12,4,128
"2034-04-25 20:38:45",584,140,307,146,331,3,20,25,25,4,154
"2034-02-24 07:39:27",1862,114,448,149,336,6,7,24,117,2,226
"2034-03-06 21:55:14",128,163,371,165,379,2,21,6,8,3,225
"2034-07-07 19:36:13",767,132,301,167,322,6,19,7,41,7,192
"2034-04-23 19:50:00",878,158,351,204,393,1,19,23,62,4,254
"2034-05-28 18:22:20",191,139,304,145,302,1,18,28,6,5,113
"2034-07-04 20:30:54",260,153,329,160,343,3,20,4,16,7,222
"2034-04-02 13:56:54",269,146,327,139,324,1,13,2,8,4,107
"2034-04-23 18:48:12",623,145,308,153,306,1,18,23,8,4,46
"2034-05-14 16:34:13",317,161,344,150,341,1,16,14,11,5,125
"2034-05-29 11:15:51",433,128,314,154,312,2,11,29,26,5,216
"2034-06-02 22:19:04",697,144,334,130,310,6,22,2,28,6,145
"2034-04-21 08:33:46",649,150,338,146,327,6,8,21,12,4,67
"2034-07-02 10:41:21",752,135,326,161,367,1,10,2,49,7,235
"2034-02-27 15:28:08",40,146,315,147,319,2,15,27,4,2,360
"2034-02-15 05:04:16",867,161,372,120,443,4,5,15,82,2,340
"2034-06-24 16:59:49",545,131,292,155,306,7,16,24,28,6,185
"2034-05-14 09:12:08",200,150,311,153,306,1,9,14,6,5,108
"2034-03-12 16:36:59",608,187,363,164,366,1,16,12,23,3,136
"2034-03-18 21:43:52",370,147,311,135,307,7,21,18,13,3,126
"2034-03-08 17:17:45",604,123,283,129,320,4,17,8,37,3,221
"2034-03-03 09:44:50",576,153,350,160,366,6,9,3,17,3,106
"2034-04-01 19:44:46",628,147,311,130,323,7,19,1,21,4,120
"2034-06-19 21:07:32",293,161,335,150,342,2,21,19,13,6,160
"2034-03-01 19:14:53",2326,158,350,169,436,4,19,1,87,3,135
"2034-04-17 04:01:10",705,127,314,159,327,2,4,17,35,4,179
"2034-04-07 16:41:12",942,129,309,153,323,6,16,7,28,4,107
"2034-07-08 15:13:27",487,179,348,169,343,7,15,8,11,7,81
"2034-01-28 06:39:49",711,188,366,150,363,7,6,28,38,1,192
"2034-02-16 22:18:15",63,143,332,145,337,5,22,16,5,2,286
"2034-03-14 19:04:48",2579,170,342,-36,463,3,19,14,239,3,334
"2034-02-23 19:32:29",767,133,287,143,324,5,19,23,38,2,178
"2034-01-14 00:54:29",869,130,301,152,337,7,0,14,42,1,174
"2034-03-11 20:32:21",1427,141,317,108,427,7,20,11,115,3,290
"2034-03-17 10:27:55",681,139,329,161,312,6,10,17,28,3,148
"2034-01-21 02:32:35",824,163,322,172,386,7,2,21,65,1,284
"2034-01-31 23:30:50",558,156,322,133,322,3,23,31,23,1,148
"2034-03-26 00:20:08",309,165,333,152,315,1,0,26,22,3,256
"2034-02-11 14:53:34",533,153,355,156,343,7,14,11,12,2,81
"2034-03-17 11:06:25",1160,126,318,148,335,6,11,17,28,3,87
"2034-06-23 13:59:43",1425,164,338,140,334,6,13,23,24,6,61
"2034-07-01 19:01:13",670,163,327,152,309,7,19,1,21,7,113
"2034-01-26 07:17:29",1160,169,335,159,376,5,7,26,42,1,130
"2034-03-12 17:06:17",260,146,304,155,316,1,17,12,15,3,208
"2034-05-24 21:30:58",431,146,330,153,353,4,21,24,24,5,200
"2034-01-19 20:30:27",959,131,305,159,328,5,20,19,36,1,135
"2034-03-24 23:07:32",711,135,318,157,313,6,23,24,23,3,116
"2034-02-26 09:54:56",617,140,315,155,350,1,9,26,38,2,222
"2034-04-26 11:01:03",1121,134,319,152,327,4,11,26,20,4,64
"2034-06-03 12:37:54",1719,120,443,151,335,7,12,3,112,6,235
"2034-06-19 22:51:29",3384,-32,456,194,331,2,22,19,258,6,274
"2034-04-07 14:23:49",361,145,329,137,316,6,14,7,15,4,150
"2034-05-04 14:26:14",177,174,346,169,342,5,14,4,6,5,122
"2034-05-18 22:38:16",1034,157,345,148,302,5,22,18,44,5,153
"2034-04-29 12:18:25",657,139,324,133,313,7,12,29,13,4,71
"2034-02-25 13:10:50",458,158,361,165,360,7,13,25,7,2,55
"2034-06-20 15:17:05",706,154,325,151,337,3,15,20,12,6,61
"2034-02-23 15:53:38",166,154,310,159,312,5,15,23,5,2,108
"2034-05-03 18:42:30",1088,144,319,124,284,4,18,3,40,5,132
"2034-04-17 12:16:07",476,157,334,154,324,2,12,17,10,4,76
"2034-04-18 20:16:24",1020,157,323,130,395,3,20,18,77,4,272
"2034-06-14 14:35:06",1093,143,328,159,340,4,14,14,20,6,66
"2034-06-11 11:13:25",592,142,316,153,352,1,11,11,38,6,231
"2034-02-11 19:49:47",768,162,341,144,322,7,19,11,26,2,122
"2034-02-16 15:36:07",166,137,300,142,302,5,15,16,5,2,108
"2034-04-22 02:13:32",341,150,310,134,311,7,2,22,16,4,169
"2034-05-14 19:27:59",866,164,331,152,372,1,19,14,43,5,179
"2034-06-30 11:25:21",2142,113,448,146,337,6,11,30,116,6,195
"2034-03-09 08:56:11",1540,169,389,162,311,5,8,9,78,3,182
"2034-03-07 09:54:55",460,173,344,155,342,3,9,7,18,3,141
"2034-03-06 15:40:46",448,178,359,161,329,2,15,6,34,3,273
"2034-02-19 23:04:40",1195,134,318,163,377,1,23,19,66,2,199
"2034-01-22 21:04:40",769,146,331,130,310,1,21,22,26,1,122
"2034-02-01 21:45:45",467,167,340,149,354,4,21,1,23,2,177
"2034-07-04 17:39:44",1761,163,334,160,331,3,17,4,4,7,8
"2034-07-06 11:44:58",1025,143,336,159,326,5,11,6,19,7,67
"2034-02-19 10:46:25",282,177,347,185,367,1,10,19,22,2,281
"2034-02-28 12:25:20",712,159,359,181,350,3,12,28,24,2,121
"2034-06-15 00:41:12",378,150,330,149,331,5,0,15,1,6,10
"2034-03-19 22:23:43",424,141,323,147,305,1,22,19,19,3,161
"2034-02-03 21:07:06",814,152,307,173,346,6,21,3,44,2,195
"2034-04-24 17:52:16",864,154,325,127,315,2,17,24,29,4,121
"2034-02-17 13:10:09",393,168,367,157,353,6,13,17,18,2,165
"2034-04-01 05:10:53",877,65,325,10,356,7,5,1,63,4,259
"2034-02-19 21:09:13",492,161,332,155,360,1,21,19,29,2,212
"2034-04-02 13:00:01",592,143,331,158,313,1,13,2,23,4,140
"2034-02-20 00:51:18",239,163,336,160,340,2,0,20,5,2,75
"2034-03-20 19:03:12",343,153,361,166,371,2,19,20,16,3,168
"2034-02-18 10:36:03",456,156,308,135,288,7,10,18,29,2,229
"2034-03-25 17:48:15",652,153,331,162,340,7,17,25,13,3,72
"2034-04-18 20:21:34",535,182,367,201,389,3,20,18,29,4,195
"2034-07-01 12:30:17",399,160,322,174,344,7,12,1,26,7,235
"2034-05-16 19:10:34",192,153,324,152,328,3,19,16,4,5,75
"2034-05-21 11:55:55",663,130,303,114,341,1,11,21,41,5,223
"2034-04-22 01:18:28",575,141,318,160,337,7,1,22,27,4,169
"2034-06-18 17:20:25",207,156,372,152,367,1,17,18,6,6,104
"2034-01-24 09:03:52",427,149,321,164,317,3,9,24,16,1,135
"2034-06-18 13:53:28",637,175,338,150,331,1,13,18,26,6,147
"2034-05-08 23:28:58",766,150,327,158,347,2,23,8,22,5,103
"2034-01-18 15:04:30",591,162,362,160,377,4,15,18,15,1,91
"2034-05-24 14:24:16",676,141,321,147,330,4,14,24,11,5,59
"2034-04-01 10:42:35",1111,164,362,200,388,7,10,1,44,4,143
"2034-02-09 09:05:08",1040,150,352,167,344,5,9,9,19,2,66
"2034-05-20 23:01:46",718,156,333,135,296,7,23,20,43,5,216
"2034-07-03 14:20:19",533,151,338,143,304,2,14,3,35,7,236
"2034-03-22 10:20:44",506,158,324,159,346,4,10,22,22,3,157
"2034-05-26 06:03:55",72,154,332,150,337,6,6,26,6,5,300
"2034-05-31 19:28:09",890,149,328,145,345,4,19,31,17,5,69
"2034-07-01 08:43:00",453,161,357,151,364,7,8,1,12,7,95
"2034-05-23 17:20:40",503,161,337,168,319,3,17,23,19,5,136
"2034-04-13 23:21:16",265,152,328,150,337,5,23,13,9,4,122
"2034-01-16 20:36:11",331,142,334,146,319,2,20,16,16,1,174
"2034-04-25 18:46:27",463,159,328,155,321,3,18,25,8,4,62
"2034-04-28 22:13:22",216,154,323,145,330,6,22,28,11,4,183
"2034-03-03 10:08:42",210,181,365,180,353,6,10,3,12,3,206
"2034-06-08 21:20:40",517,150,341,139,315,5,21,8,28,6,195
"2034-06-04 09:08:42",730,166,341,152,309,1,9,4,35,6,173
"2034-04-08 05:39:43",1384,163,340,69,261,7,5,8,123,4,320
"2034-06-24 16:53:35",772,156,340,178,349,7,16,24,24,6,112
"2034-06-03 22:59:02",411,167,323,145,320,7,22,3,22,6,193
"2034-06-12 02:58:41",1395,125,313,40,352,2,2,12,94,6,243
"2034-05-07 22:35:57",604,152,354,183,352,1,22,7,31,5,185
"2034-05-10 14:53:46",1810,161,378,-33,455,4,14,10,209,5,416
"2034-04-22 18:21:46",27,180,355,180,357,7,18,22,2,4,267
"2034-06-20 18:07:12",1376,156,325,166,338,3,18,20,16,6,42
"2034-07-13 00:28:39",1351,163,336,112,407,5,0,13,87,7,232
"2034-05-20 00:12:12",484,166,321,144,309,7,0,20,25,5,186
"2034-02-27 02:23:24",169,165,319,156,323,2,2,27,10,2,213
"2034-03-23 17:02:57",308,136,300,137,321,5,17,23,21,3,245
"2034-04-23 08:33:00",301,182,365,173,377,1,8,23,15,4,179
"2034-05-10 18:51:20",459,167,372,159,356,4,18,10,18,5,141
"2034-03-01 07:09:57",326,151,358,153,345,4,7,1,13,3,144
"2034-02-16 09:55:37",771,151,356,141,337,5,9,16,21,2,98
"2034-05-09 11:06:05",788,163,322,190,377,3,11,9,61,5,279
"2034-06-11 23:35:26",302,163,371,176,395,1,23,11,27,6,322
"2034-03-20 16:43:03",1970,-35,465,146,342,2,16,20,219,3,400
"2034-05-05 13:41:13",180,147,325,142,315,6,13,5,11,5,220
"2034-02-04 00:02:18",103,142,326,141,329,7,0,4,3,2,105
"2034-02-21 07:37:14",399,156,322,153,336,3,7,21,14,2,126
"2034-05-16 05:17:01",986,166,341,158,340,3,5,16,8,5,29
"2034-01-17 20:42:46",251,178,351,172,344,3,20,17,9,1,129
"2034-02-17 00:35:25",1123,152,308,44,283,6,0,17,111,2,356
"2034-05-20 20:31:30",101,183,367,177,358,7,20,20,11,5,392
"2034-06-04 05:37:06",328,159,335,141,328,1,5,4,19,6,209
"2034-05-08 18:22:31",112,176,361,167,364,2,18,8,9,5,289
"2034-02-14 20:49:47",382,133,306,144,305,3,20,14,11,2,104
"2034-07-02 16:08:48",1595,113,448,127,306,1,16,2,143,7,323
"2034-02-12 11:20:56",456,144,309,134,288,1,11,12,23,2,182
"2034-02-20 10:18:54",973,139,319,122,441,2,10,20,123,2,455
"2034-06-13 06:43:46",1172,169,335,185,125,3,6,13,211,6,648
"2034-03-30 23:00:05",680,123,294,162,314,5,23,30,44,3,233
"2034-02-02 08:04:33",348,162,339,147,317,5,8,2,27,2,279
"2034-05-18 06:11:59",1004,159,311,163,383,5,6,18,72,5,258
"2034-06-01 18:06:30",1187,140,314,137,330,5,18,1,16,6,49
"2034-06-03 23:17:37",970,149,332,160,366,7,23,3,36,6,134
"2034-03-21 07:31:38",98,181,365,182,357,3,7,21,8,3,294
"2034-02-01 16:42:51",1058,132,289,175,341,4,16,1,67,2,228
"2034-06-19 01:15:15",410,151,328,161,337,2,1,19,13,6,114
"2034-02-12 01:34:15",652,141,323,155,367,1,1,12,46,2,254
"2034-06-01 09:07:41",861,146,302,145,336,5,9,1,34,6,142
"2034-06-26 01:26:34",732,145,308,92,286,2,1,26,57,6,280
"2034-07-09 17:49:21",273,158,339,166,334,1,17,9,9,7,119
"2034-07-04 12:35:33",154,160,365,165,376,3,12,4,12,7,281
"2034-01-29 21:57:09",764,140,320,151,350,1,21,29,32,1,151
"2034-06-07 15:28:45",332,160,322,148,322,4,15,7,12,6,130
"2034-05-07 22:28:14",342,137,321,147,329,1,22,7,13,5,137
"2034-06-17 16:49:46",193,152,354,143,339,7,16,17,17,6,317
"2034-06-23 22:37:14",273,147,349,148,357,6,22,23,8,6,105
"2034-03-26 11:44:16",199,156,355,160,366,1,11,26,12,3,217
"2034-05-09 09:32:46",1532,136,296,159,352,3,9,9,61,5,143
"2034-05-12 20:08:10",305,172,375,171,374,6,20,12,1,5,12
"2034-06-18 01:57:42",821,142,307,153,353,1,1,18,47,6,206
"2034-06-02 11:09:46",791,147,318,158,324,6,11,2,13,6,59
"2034-05-20 13:57:54",148,181,350,178,341,7,13,20,9,5,219
"2034-03-12 21:59:08",759,163,329,200,388,1,21,12,70,3,332
"2034-01-30 10:28:14",266,151,337,160,339,2,10,30,9,1,122
"2034-02-13 10:42:58",513,160,334,173,355,2,10,13,25,2,175
"2034-06-21 23:28:39",1070,142,326,107,339,4,23,21,37,6,124
"2034-06-15 12:39:17",577,154,332,155,341,5,12,15,9,6,56
"2034-02-24 09:13:16",342,171,350,158,347,6,9,24,13,2,137
"2034-03-30 20:44:04",559,145,322,167,331,5,20,30,24,3,155
"2034-03-12 19:06:15",358,158,346,146,341,1,19,12,13,3,131
"2034-01-28 14:48:40",712,131,319,157,312,7,14,28,27,1,137
"2034-02-19 21:09:47",1819,142,306,70,388,1,21,19,109,2,216
"2034-02-24 09:10:57",581,162,336,153,324,6,9,24,15,2,93
"2034-04-03 03:15:44",422,132,399,138,406,2,3,3,9,4,77
"2034-05-12 17:52:13",1472,128,299,156,332,6,17,12,43,5,105
"2034-05-16 21:04:49",320,147,310,137,308,3,21,16,10,5,113
"2034-01-23 15:24:08",486,149,314,148,326,2,15,23,12,1,89
"2034-02-19 17:00:06",249,150,350,145,332,1,17,19,19,2,275
"2034-06-20 07:23:07",615,150,307,149,339,3,7,20,32,6,187
"2034-07-11 09:24:39",805,150,338,158,339,3,9,11,8,7,36
"2034-04-19 16:14:46",513,169,368,179,353,4,16,19,18,4,126
"2034-04-02 21:39:11",717,142,308,122,308,1,21,2,20,4,100
"2034-06-15 22:20:15",361,122,286,126,294,5,22,15,9,6,90
"2034-04-25 12:04:21",435,158,350,162,369,3,12,25,19,4,157
"2034-05-26 15:40:47",633,187,366,199,385,6,15,26,22,5,125
"2034-02-13 21:52:34",336,154,325,141,328,2,21,13,13,2,139
"2034-03-29 14:09:08",2668,155,325,-34,459,4,14,29,232,3,313
"2034-02-04 22:24:30",1067,151,332,124,311,7,22,4,34,2,115
"2034-06-08 14:15:33",740,154,325,160,343,5,14,8,19,6,92
"2034-06-29 18:52:55",1353,152,342,178,348,5,18,29,27,6,72
"2034-04-06 20:30:12",473,160,335,154,354,5,20,6,20,4,152
"2034-05-01 23:15:38",1730,180,348,-32,455,2,23,1,237,5,493
"2034-01-25 17:34:09",693,140,305,152,324,4,17,25,22,1,114
"2034-02-07 12:42:44",603,155,371,147,354,3,12,7,19,2,113
"2034-01-20 23:24:18",168,154,323,142,325,6,23,20,12,1,257
"2034-05-14 00:09:58",464,169,321,156,316,1,0,14,14,5,109
"2034-02-03 13:55:52",409,152,364,161,371,6,13,3,11,2,97
"2034-07-04 12:23:36",690,143,327,123,290,3,12,4,42,7,219
"2034-04-06 11:21:04",955,173,347,149,315,5,11,6,40,4,151
"2034-05-14 13:39:34",186,167,341,158,347,1,13,14,11,5,213
"2034-05-29 10:31:10",1000,157,376,56,464,2,10,29,134,5,482
"2034-02-21 08:21:55",364,163,344,156,330,3,8,21,16,2,158
"2034-03-26 17:59:41",160,162,314,152,321,1,17,26,12,3,270
"2034-03-07 06:23:44",211,155,325,156,339,3,6,7,14,3,239
"2034-05-20 18:05:04",697,153,343,159,334,7,18,20,11,5,57
"2034-03-15 21:32:31",313,151,306,147,318,4,21,15,13,3,150
"2034-05-26 17:54:12",303,176,362,173,349,6,17,26,13,5,154
"2034-05-16 14:21:58",429,158,350,149,340,3,14,16,13,5,109
"2034-05-20 10:45:31",313,151,337,151,347,7,10,20,10,5,115
"2034-07-04 19:26:02",642,155,306,121,283,3,19,4,41,7,230
"2034-06-10 00:09:53",756,160,342,142,335,7,0,10,19,6,90
"2034-04-02 20:56:45",433,166,361,162,340,1,20,2,21,4,175
"2034-06-05 20:05:58",2970,-32,456,173,352,2,20,5,230,6,279
"2034-05-09 11:34:34",2506,161,367,163,343,3,11,9,24,5,34
"2034-06-09 19:28:24",2633,-35,464,153,316,6,19,9,239,6,327
"2034-04-09 16:20:51",1077,127,290,133,306,1,16,9,17,4,57
"2034-04-25 10:38:08",769,120,324,132,288,3,10,25,38,4,178
"2034-07-14 16:29:31",1440,-29,458,-9,285,6,16,14,174,7,435
"2034-02-24 22:27:34",1142,172,342,136,304,6,22,24,52,2,164
"2034-05-28 13:25:40",212,168,386,163,377,1,13,28,10,5,170
"2034-07-11 11:33:54",552,145,328,156,349,3,11,11,24,7,157
"2034-05-13 04:45:26",577,134,313,119,309,7,4,13,16,5,100
"2034-02-28 12:28:00",675,151,363,180,347,3,12,28,33,2,176
"2034-01-23 13:48:04",407,158,349,176,360,2,13,23,21,1,186
"2034-02-28 11:35:28",219,156,357,158,367,3,11,28,10,2,164
"2034-07-01 15:29:38",4377,129,325,-30,457,7,15,1,207,7,170
"2034-05-28 12:38:57",523,165,319,144,321,1,12,28,21,5,145
"2034-04-13 19:46:06",631,134,287,152,309,5,19,13,28,4,160
"2034-04-29 22:40:51",478,148,326,155,320,7,22,29,9,4,68
"2034-02-15 10:51:51",943,148,319,148,342,4,10,15,23,2,88
"2034-02-04 14:01:27",447,151,336,154,323,7,14,4,13,2,105
"2034-03-08 17:39:00",119,188,385,184,381,4,17,8,6,3,182
"2034-03-21 09:43:48",297,157,330,165,319,3,9,21,14,3,170
"2034-03-30 06:18:20",1598,-35,463,86,441,5,6,30,123,3,277
"2034-03-01 13:41:18",328,161,359,158,349,4,13,1,10,3,110
"2034-05-12 22:37:02",1194,142,322,182,367,6,22,12,60,5,181
"2034-05-01 15:02:03",764,103,269,75,288,2,15,1,34,5,160
"2034-02-26 19:52:46",474,123,316,123,328,1,19,26,12,2,91
"2034-07-02 08:41:40",405,157,323,154,333,1,8,2,10,7,89
"2034-07-01 10:45:59",2067,159,342,121,441,7,10,1,106,7,185
"2034-02-01 19:31:58",148,162,338,157,331,4,19,1,9,2,219
"2034-05-14 19:58:58",849,176,346,150,331,1,19,14,30,5,127
"2034-04-30 19:34:31",342,149,329,144,319,1,19,30,11,4,116
"2034-04-18 19:34:35",172,149,348,141,341,3,19,18,11,4,230
"2034-05-13 15:11:50",700,172,349,157,332,7,15,13,23,5,118
"2034-03-12 15:08:48",661,150,308,148,336,1,15,12,28,3,152
"2034-03-07 11:14:36",976,163,356,134,308,3,11,7,56,3,207
"2034-04-07 21:28:28",1269,114,448,176,357,6,21,7,110,4,312
"2034-07-14 00:51:14",591,151,324,117,319,6,0,14,34,7,207
"2034-05-31 09:56:08",146,152,334,146,326,4,9,31,10,5,247
"2034-03-03 09:52:51",959,183,368,111,448,6,9,3,108,3,405
"2034-05-07 12:24:13",545,155,326,159,311,1,12,7,16,5,106
"2034-01-31 16:53:54",155,181,354,185,362,3,16,31,9,1,209
"2034-04-11 11:49:46",331,146,333,135,322,3,11,11,16,4,174
"2034-03-26 20:46:15",728,152,333,144,306,1,20,26,28,3,138
"2034-05-03 16:26:00",1300,142,336,77,287,4,16,3,81,5,224
"2034-06-05 00:28:04",467,148,325,145,342,2,0,5,17,6,131
"2034-06-23 19:24:26",2562,-30,464,156,350,6,19,23,218,6,306
"2034-01-29 15:56:52",1084,133,288,160,329,1,15,29,49,1,163
"2034-04-13 14:40:06",842,160,357,154,331,5,14,13,27,4,115
"2034-03-25 02:41:53",654,166,377,222,421,7,2,25,71,3,391
"2034-06-26 17:21:47",1251,153,338,185,355,2,17,26,36,6,104
"2034-05-26 07:12:00",525,165,341,165,341,6,7,26,0,5,0
"2034-07-11 09:25:28",1526,151,353,165,320,3,9,11,36,7,85
"2034-04-01 18:19:12",157,175,359,179,351,7,18,1,9,4,206
"2034-05-25 22:16:28",1267,160,336,94,348,5,22,25,67,5,190
"2034-02-14 12:17:21",666,157,323,168,336,3,12,14,17,2,92
"2034-03-27 17:50:18",389,148,319,150,337,2,17,27,18,3,167
"2034-03-20 07:00:58",1335,161,365,-37,466,2,7,20,222,3,599
"2034-01-21 22:53:41",1307,159,329,128,315,7,22,21,34,1,94
"2034-02-02 19:03:27",759,142,335,157,365,5,19,2,34,2,161
"2034-07-06 21:24:42",767,158,343,187,367,5,21,6,38,7,178
"2034-07-06 18:58:52",158,134,325,139,329,5,18,6,6,7,137
"2034-03-07 22:17:08",1369,154,350,125,280,3,22,7,76,3,200
"2034-01-16 13:29:52",733,187,383,159,352,2,13,16,42,1,206
"2034-06-19 13:20:28",603,147,304,137,320,2,13,19,19,6,113
"2034-07-07 17:32:02",726,152,342,138,327,6,17,7,21,7,104
"2034-02-26 12:42:04",1154,159,333,133,305,1,12,26,38,2,119
"2034-03-10 13:03:26",656,165,368,155,348,6,13,10,22,3,121
"2034-03-19 09:43:20",779,160,327,190,376,1,9,19,57,3,263
"2034-03-02 19:58:09",294,185,360,178,352,5,19,2,11,3,135
"2034-02-18 08:27:45",449,160,363,151,344,7,8,18,21,2,168
"2034-03-22 08:22:47",1230,176,348,153,338,4,8,22,25,3,73
"2034-02-27 11:16:13",308,126,311,134,308,2,11,27,9,2,105
"2034-05-18 20:33:56",521,145,342,156,347,5,20,18,12,5,83
"2034-06-08 19:56:36",700,126,281,151,317,5,19,8,44,6,226
"2034-02-11 21:51:50",331,146,308,139,306,7,21,11,7,2,76
"2034-04-01 18:26:27",599,158,339,179,355,7,18,1,26,4,156
"2034-02-22 10:12:13",655,121,292,137,329,4,10,22,40,2,220
"2034-05-23 19:35:13",150,158,363,152,365,3,19,23,6,5,144
"2034-02-27 04:21:45",396,178,351,162,377,2,4,27,31,2,282
"2034-04-07 12:06:11",155,151,347,154,355,6,12,7,9,4,209
"2034-02-23 23:44:50",583,182,355,201,392,5,23,23,42,2,259
"2034-03-02 20:00:35",1026,113,448,161,378,5,20,2,85,3,298
"2034-02-03 13:39:38",1277,131,290,154,334,6,13,3,50,2,141
"2034-01-28 13:19:39",748,121,290,150,362,7,13,28,78,1,375
"2034-01-19 08:53:38",1036,148,333,133,289,5,8,19,46,1,160
"2034-04-04 11:21:09",548,144,339,149,327,3,11,4,13,4,85
"2034-02-07 15:56:41",977,172,352,164,379,3,15,7,28,2,103
"2034-03-08 08:27:23",674,154,350,155,336,4,8,8,14,3,75
"2034-03-26 17:49:39",1093,146,322,166,364,1,17,26,47,3,155
"2034-01-29 13:16:57",914,131,311,157,332,1,13,29,33,1,130
"2034-02-24 18:28:05",647,132,307,108,335,6,18,24,37,2,206
"2034-05-01 21:22:14",243,133,317,131,327,2,21,1,10,5,148
"2034-01-28 08:56:56",107,174,345,177,350,7,8,28,6,1,202
"2034-05-05 15:04:12",4534,159,328,-33,455,6,15,5,230,5,183
"2034-02-22 13:14:31",300,146,314,144,321,4,13,22,7,2,84
"2034-03-18 08:56:52",718,176,353,158,326,7,8,18,32,3,160
"2034-07-01 18:29:02",233,121,288,127,289,7,18,1,6,7,93
"2034-05-18 14:38:08",779,126,325,133,289,5,14,18,37,5,171
"2034-02-01 14:06:48",683,161,336,145,349,4,14,1,21,2,111
