pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,Month_
"2034-04-19 13:42:34",970,147,338,160,339,4,13,19,13,4
"2034-06-13 14:07:28",114,121,285,123,288,3,14,13,4,6
"2034-01-29 01:39:22",513,149,306,168,336,1,1,29,36,1
"2034-01-29 22:01:44",715,163,336,144,327,1,22,29,21,1
"2034-07-13 18:56:19",166,158,366,153,357,5,18,13,10,7
"2034-05-03 08:35:30",199,158,338,156,344,4,8,3,6,5
"2034-04-04 23:22:06",170,130,321,133,326,3,23,4,6,4
"2034-06-11 09:45:02",2642,122,441,185,132,1,9,11,315,6
"2034-04-13 14:36:27",1383,114,447,153,346,5,14,13,108,4
"2034-05-02 06:20:46",786,106,400,156,343,3,6,2,76,5
"2034-02-17 01:09:36",141,168,338,159,327,6,1,17,14,2
"2034-03-15 08:47:24",531,151,332,143,310,4,8,15,23,3
"2034-04-10 13:24:33",332,162,374,152,355,2,13,10,21,4
"2034-04-18 20:08:12",1102,147,344,76,292,3,20,18,88,4
"2034-06-10 09:33:11",153,164,361,165,368,7,9,10,7,6
"2034-03-20 13:06:36",470,160,379,176,360,2,13,20,25,3
"2034-03-28 20:15:47",327,133,306,137,326,3,20,28,20,3
"2034-02-07 17:32:00",235,155,313,151,304,3,17,7,10,2
"2034-03-01 00:47:00",806,122,291,56,251,4,0,1,77,3
"2034-05-25 16:42:12",366,163,341,157,337,5,16,25,7,5
"2034-06-19 12:42:45",433,144,339,140,323,2,12,19,16,6
"2034-06-16 12:17:27",607,171,343,156,343,6,12,16,15,6
"2034-03-05 03:46:21",382,133,314,125,287,1,3,5,28,3
"2034-04-09 23:34:18",515,170,344,153,362,1,23,9,25,4
"2034-07-14 23:29:14",177,140,327,146,328,6,23,14,6,7
"2034-03-14 17:23:02",700,152,341,182,353,3,17,14,32,3
"2034-05-11 17:17:38",160,164,370,168,375,5,17,11,6,5
"2034-04-06 17:44:02",166,153,357,148,348,5,17,6,10,4
"2034-07-01 20:42:27",936,150,351,129,310,7,20,1,46,7
"2034-06-29 13:04:02",688,147,317,154,322,5,13,29,9,6
"2034-06-01 11:23:26",244,161,357,168,371,5,11,1,16,6
"2034-03-27 13:49:09",160,153,322,151,322,2,13,27,2,3
"2034-04-28 17:21:25",166,159,355,158,362,6,17,28,7,4
"2034-02-25 22:24:09",337,134,325,142,330,7,22,25,9,2
"2034-04-25 01:29:14",963,-37,468,26,425,3,1,25,76,4
"2034-04-09 01:59:10",580,159,333,141,308,1,1,9,31,4
"2034-07-12 13:09:10",2123,122,441,176,341,4,13,12,114,7
"2034-03-16 06:41:24",406,139,317,126,289,5,6,16,31,3
"2034-04-05 16:57:37",233,188,360,180,350,4,16,5,13,4
"2034-03-31 11:44:09",395,144,302,155,313,6,11,31,16,3
"2034-03-15 16:18:14",431,154,324,133,301,4,16,15,31,3
"2034-06-08 08:24:13",580,159,328,156,346,5,8,8,18,6
"2034-06-08 19:55:40",527,152,326,164,326,5,19,8,12,6
"2034-05-08 02:01:22",402,162,314,150,317,2,2,8,12,5
"2034-02-23 09:25:48",535,172,344,163,361,5,9,23,19,2
"2034-06-18 11:08:57",486,173,348,155,357,1,11,18,20,6
"2034-05-23 07:47:00",1622,162,320,151,364,3,7,23,45,5
"2034-07-11 08:50:13",338,149,354,151,363,3,8,11,9,7
"2034-01-20 06:58:14",173,144,311,144,324,6,6,20,13,1
"2034-04-08 18:34:55",531,154,338,140,312,7,18,8,30,4
"2034-04-30 14:21:15",1479,137,299,134,324,1,14,30,25,4
"2034-04-03 12:47:08",218,135,313,139,321,2,12,3,9,4
"2034-07-12 07:54:14",1759,159,335,114,446,4,7,12,120,7
"2034-05-24 17:00:01",144,155,355,159,367,4,17,24,13,5
"2034-01-24 16:32:17",401,138,322,151,319,3,16,24,13,1
"2034-05-21 02:54:03",922,134,333,206,404,1,2,21,101,5
"2034-01-19 20:05:40",361,163,359,157,377,5,20,19,19,1
"2034-04-05 20:42:04",275,102,301,110,304,4,20,5,9,4
"2034-05-07 04:52:44",110,109,427,103,440,1,4,7,14,5
"2034-05-12 20:48:33",1380,134,311,162,329,6,20,12,33,5
"2034-03-30 08:11:29",741,137,320,153,337,5,8,30,23,3
"2034-05-09 07:20:27",613,147,320,171,344,3,7,9,34,5
"2034-07-11 14:59:40",217,152,339,161,339,3,14,11,9,7
"2034-02-11 16:59:48",1285,122,441,110,332,7,16,11,110,2
"2034-01-19 08:38:29",216,156,340,158,346,5,8,19,6,1
"2034-05-17 21:37:01",337,148,318,138,327,4,21,17,13,5
"2034-05-11 22:15:25",2301,152,313,133,376,5,22,11,66,5
"2034-07-06 13:50:31",413,162,369,166,389,5,13,6,20,7
"2034-03-06 18:46:55",667,129,295,135,320,2,18,6,26,3
"2034-02-22 11:39:06",814,154,343,163,363,4,11,22,22,2
"2034-05-05 10:49:33",1430,129,302,147,333,6,10,5,36,5
"2034-02-15 12:14:47",673,144,320,135,294,4,12,15,28,2
"2034-06-29 18:15:06",511,160,338,148,355,5,18,29,21,6
"2034-02-26 23:24:23",1102,127,316,74,319,1,23,26,53,2
"2034-05-02 06:36:16",3311,-29,459,131,323,3,6,2,210,5
"2034-02-22 18:36:14",1145,156,314,108,296,4,18,22,51,2
"2034-02-15 19:25:38",497,141,314,141,297,4,19,15,17,2
"2034-07-10 05:04:55",248,143,309,150,327,2,5,10,19,7
"2034-07-10 17:04:59",569,161,344,181,352,2,17,10,22,7
"2034-03-01 11:06:39",985,122,294,143,297,4,11,1,21,3
"2034-03-31 00:13:58",302,135,296,148,314,6,0,31,22,3
"2034-05-14 03:37:27",650,124,322,154,324,1,3,14,30,5
"2034-03-14 00:20:50",101,146,315,149,322,3,0,14,8,3
"2034-06-23 05:24:42",66,162,375,161,368,6,5,23,7,6
"2034-03-09 15:20:14",516,171,344,155,343,5,15,9,16,3
"2034-07-10 22:24:20",1092,133,298,166,374,2,22,10,83,7
"2034-05-06 21:30:24",138,184,360,181,365,7,21,6,6,5
"2034-04-12 12:42:42",284,177,349,178,365,4,12,12,16,4
"2034-01-27 01:26:17",549,110,349,99,271,6,1,27,79,1
"2034-04-19 06:12:58",79,155,371,158,379,4,6,19,9,4
"2034-05-10 17:29:38",840,153,328,176,347,4,17,10,30,5
"2034-01-22 17:48:46",598,153,367,177,349,1,17,22,30,1
"2034-05-25 11:58:21",480,161,322,159,328,5,11,25,6,5
"2034-03-20 18:07:45",380,141,338,147,331,2,18,20,9,3
"2034-03-18 15:29:47",373,138,316,139,302,7,15,18,14,3
"2034-02-28 18:46:19",375,162,340,154,326,3,18,28,16,2
"2034-04-14 15:39:45",1436,158,345,130,310,6,15,14,45,4
"2034-05-22 19:09:56",2287,141,300,-32,455,2,19,22,232,5
"2034-03-01 14:43:41",305,150,333,155,334,4,14,1,5,3
"2034-03-17 07:05:32",63,145,313,147,317,6,7,17,4,3
"2034-01-18 23:23:56",1099,162,333,132,412,4,23,18,84,1
"2034-02-08 22:55:19",512,163,340,154,356,4,22,8,18,2
"2034-03-14 15:58:25",1285,145,328,180,355,3,15,14,44,3
"2034-04-16 10:22:15",491,144,340,139,319,1,10,16,22,4
"2034-03-10 14:18:35",276,153,336,141,343,6,14,10,14,3
"2034-04-04 18:14:28",808,159,379,165,333,3,18,4,46,4
"2034-02-03 18:40:51",325,145,314,147,328,6,18,3,14,2
"2034-04-08 10:48:34",925,150,338,164,317,7,10,8,25,4
"2034-05-26 10:02:27",1299,135,312,148,342,6,10,26,33,5
"2034-02-15 23:36:40",807,157,323,194,380,4,23,15,68,2
"2034-03-08 09:45:24",1867,123,440,151,337,4,9,8,107,3
"2034-05-07 19:13:58",125,166,373,160,368,1,19,7,8,5
