pickup_datetime,duration,pickup_x,pickup_y,dropoff_x,dropoff_y,weekday,hour_,day_,distance,Month_
"2034-05-31 22:20:00",1916,114,447,161,325,4,22,31,131,5
"2034-04-17 15:04:58",716,156,339,158,333,2,15,17,6,4
"2034-03-01 13:28:09",337,174,389,172,380,4,13,1,9,3
"2034-03-26 12:33:15",378,157,324,161,335,1,12,26,12,3
"2034-05-16 19:25:26",727,133,304,163,330,3,19,16,40,5
"2034-06-08 14:42:05",711,155,325,144,320,5,14,8,12,6
"2034-01-24 18:35:13",291,153,328,160,336,3,18,24,11,1
"2034-01-15 11:48:24",624,156,370,163,342,1,11,15,29,1
"2034-06-11 18:45:31",58,157,345,156,344,1,18,11,1,6
"2034-06-25 08:51:13",254,178,351,162,360,1,8,25,18,6
"2034-05-19 19:16:25",39,150,337,145,340,6,19,19,6,5
"2034-07-12 13:42:25",451,153,321,144,297,4,13,12,26,7
"2034-07-03 18:16:46",1256,132,302,153,325,2,18,3,31,7
"2034-01-18 09:11:54",427,167,371,156,359,4,9,18,16,1
"2034-03-27 19:53:49",433,144,334,161,339,2,19,27,18,3
"2034-07-02 20:38:03",519,159,345,169,375,1,20,2,32,7
"2034-03-16 22:29:30",312,146,325,146,339,5,22,16,14,3
"2034-03-20 17:07:00",628,141,406,125,392,2,17,20,21,3
"2034-01-18 19:57:07",1409,164,364,133,294,4,19,18,77,1
"2034-07-09 17:38:47",347,185,372,190,386,1,17,9,15,7
"2034-07-03 14:15:10",137,152,362,149,359,2,14,3,4,7
"2034-01-16 09:31:47",1747,104,273,155,321,2,9,16,70,1
"2034-06-19 14:50:39",1017,154,318,129,320,2,14,19,25,6
"2034-05-12 16:49:11",438,139,339,149,338,6,16,12,10,5
"2034-03-27 01:19:28",376,105,344,110,331,2,1,27,14,3
"2034-06-21 00:51:33",214,157,346,167,369,4,0,21,25,6
"2034-07-06 17:59:33",324,138,315,140,307,5,17,6,8,7
"2034-04-26 17:41:39",816,163,368,177,339,4,17,26,32,4
"2034-07-12 10:24:59",1464,122,292,164,317,4,10,12,49,7
"2034-01-23 10:02:28",156,165,362,175,354,2,10,23,13,1
"2034-04-16 08:07:38",1132,146,329,126,429,1,8,16,102,4
